,YEAR,TEAM,CONF,G,WINS,LOSSES,W%,ADJOE,ADJDE,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ T.,WAB,SEED,FINISH,T_WINS,Corrected_Expected_Wins,Cinderella
224,2011,North Carolina,ACC,33.0,26.0,7.0,0.788,110.2,89.1,49.2,46.1,18.7,19.6,37.2,29.8,37.9,24.8,48.9,44.5,33.3,32.7,25.3,34.8,71.7,7.3,2.0,Elite Eight,3.0,4,-1.0
225,2011,St. John's,BE,32.0,21.0,11.0,0.656,110.1,93.0,49.4,50.5,18.7,24.1,33.1,32.9,44.8,39.9,49.4,47.4,33.0,36.6,24.0,40.3,67.0,3.1,6.0,R64,0.0,1,-1.0
226,2011,Michigan,B10,32.0,19.0,13.0,0.594,109.9,94.2,51.9,48.9,16.3,18.6,25.0,29.4,27.9,29.7,50.9,48.9,35.4,32.7,43.2,37.3,62.8,1.6,8.0,R32,1.0,1,0.0
227,2011,UNLV,MWC,32.0,24.0,8.0,0.75,109.6,90.7,51.0,45.4,18.7,24.0,33.5,31.9,39.2,39.9,51.6,43.8,33.1,32.4,30.0,33.3,68.1,2.8,8.0,R64,0.0,1,-1.0
228,2011,Utah St.,WAC,32.0,29.0,3.0,0.906,109.3,90.7,52.2,43.3,18.4,18.9,34.2,25.7,43.4,34.0,51.5,42.4,35.8,30.0,31.2,33.4,63.3,3.8,12.0,R64,0.0,0,0.0
229,2011,Gonzaga,WCC,32.0,23.0,9.0,0.719,109.2,92.9,52.5,46.5,19.7,21.3,35.5,28.9,41.6,35.7,52.1,42.2,35.6,36.1,28.4,35.7,68.2,0.4,11.0,R32,1.0,0,1.0
230,2011,Tennessee,SEC,33.0,19.0,14.0,0.576,109.1,93.8,47.8,47.5,19.5,20.8,38.2,32.1,39.7,38.8,48.8,46.3,30.4,33.2,29.8,36.7,67.2,-1.1,9.0,R64,0.0,0,0.0
231,2011,Kansas St.,B12,31.0,21.0,10.0,0.677,108.9,90.9,49.7,47.0,21.7,22.7,41.2,31.0,42.7,45.4,46.5,45.1,37.4,34.7,33.0,27.8,68.4,2.0,5.0,R32,1.0,1,0.0
232,2011,VCU,CAA,34.0,23.0,11.0,0.676,108.8,100.6,50.9,50.4,17.5,22.5,31.6,36.4,37.0,34.0,48.8,49.2,35.9,35.5,40.8,29.1,66.9,-1.9,11.0,Final Four,4.0,0,4.0
233,2011,Cincinnati,BE,33.0,25.0,8.0,0.758,108.8,90.4,49.3,45.8,18.1,22.4,38.4,30.6,38.6,35.1,48.6,44.8,33.9,32.2,34.2,29.4,64.5,3.2,6.0,R32,1.0,1,0.0
234,2011,Georgia,SEC,32.0,21.0,11.0,0.656,108.3,94.0,49.4,44.7,20.3,18.5,36.8,31.7,36.6,35.1,48.9,43.1,34.0,32.2,25.1,32.0,64.9,0.1,10.0,R64,0.0,0,0.0
235,2011,Clemson,ACC,32.0,21.0,11.0,0.656,108.2,90.9,50.2,45.2,20.4,23.2,34.6,32.5,38.5,34.7,49.1,43.7,34.9,32.2,34.7,32.2,64.6,0.5,12.0,R64,0.0,0,0.0
236,2011,Michigan St.,B10,32.0,18.0,14.0,0.562,108.0,93.4,48.6,47.8,20.0,17.8,34.6,28.5,36.7,37.3,46.9,44.7,34.8,36.3,32.8,31.5,66.4,2.0,10.0,R64,0.0,0,0.0
237,2011,Texas A&M,B12,31.0,23.0,8.0,0.742,107.9,94.7,49.6,46.5,20.3,20.7,37.9,29.7,47.6,36.7,49.1,45.9,33.7,31.8,30.7,33.0,62.9,2.4,7.0,R64,0.0,1,-1.0
238,2011,Temple,A10,32.0,25.0,7.0,0.781,107.9,92.2,50.1,46.0,16.3,20.0,32.1,28.5,34.5,27.3,48.9,43.4,35.4,35.1,30.1,27.6,65.8,2.2,7.0,R32,1.0,1,0.0
239,2011,Old Dominion,CAA,33.0,27.0,6.0,0.818,107.7,95.0,48.7,47.3,20.4,18.8,45.3,27.4,37.0,27.7,48.4,42.5,32.9,37.0,27.4,37.4,61.7,2.4,9.0,R64,0.0,0,0.0
240,2011,UCLA,P10,32.0,22.0,10.0,0.688,106.9,93.3,50.4,45.9,22.1,17.9,36.0,31.4,42.8,33.0,50.9,44.1,32.9,34.2,29.3,25.3,66.5,1.3,7.0,R32,1.0,1,0.0
241,2011,LIU Brooklyn,NEC,32.0,27.0,5.0,0.844,106.3,102.7,52.4,48.2,20.4,19.9,37.9,32.2,50.6,25.0,51.2,49.7,36.6,30.0,31.4,32.6,74.6,-1.1,15.0,R64,0.0,0,0.0
242,2011,Princeton,Ivy,30.0,24.0,6.0,0.8,105.6,97.5,52.1,46.8,18.9,18.4,31.2,27.0,37.4,35.7,50.3,45.8,37.3,33.0,31.1,27.0,64.2,-0.1,13.0,R64,0.0,0,0.0
243,2011,Northern Colorado,BSky,29.0,19.0,10.0,0.655,104.8,101.1,50.2,48.8,21.8,20.5,35.8,28.6,44.4,44.6,45.4,46.1,38.4,35.0,39.3,41.8,67.7,-4.5,15.0,R64,0.0,0,0.0
244,2011,Bucknell,Pat,33.0,25.0,8.0,0.758,103.9,96.7,51.2,45.0,17.1,18.0,26.0,28.8,34.3,35.8,47.1,43.7,40.2,31.5,31.3,36.6,66.1,-2.1,14.0,R64,0.0,0,0.0
245,2011,Morehead St.,OVC,30.0,21.0,9.0,0.7,103.7,98.8,51.1,49.3,23.4,22.9,41.3,27.9,41.3,38.5,50.5,45.7,34.9,36.9,33.0,37.6,64.7,-3.4,13.0,R32,1.0,0,1.0
246,2011,Memphis,CUSA,34.0,25.0,9.0,0.735,103.6,96.3,50.3,46.7,21.9,21.3,35.4,35.3,39.5,38.5,51.0,45.3,32.7,33.2,32.5,31.1,69.1,0.1,12.0,R64,0.0,0,0.0
247,2011,UC Santa Barbara,BW,29.0,16.0,13.0,0.552,102.2,99.3,51.9,46.8,21.7,20.1,28.4,31.9,37.2,42.6,49.8,42.3,37.0,36.6,36.7,35.3,65.7,-6.7,15.0,R64,0.0,0,0.0
248,2011,Indiana St.,MVC,32.0,19.0,13.0,0.594,102.1,95.6,48.8,45.9,21.4,19.3,31.3,30.0,38.4,45.1,46.4,44.2,35.5,32.9,36.1,33.3,66.2,-4.1,14.0,R64,0.0,0,0.0
249,2011,Boston University,AE,34.0,21.0,13.0,0.618,101.7,103.4,47.4,45.6,19.0,17.9,34.6,34.2,37.7,30.6,43.5,44.1,35.5,32.1,39.8,37.6,63.9,-7.4,16.0,R64,0.0,0,0.0
250,2011,Akron,MAC,34.0,22.0,12.0,0.647,101.4,98.6,49.9,46.5,17.7,20.5,28.5,33.0,31.9,38.2,47.3,46.0,36.0,31.8,38.3,30.4,67.1,-5.5,15.0,R64,0.0,0,0.0
251,2011,Florida St.,ACC,31.0,21.0,10.0,0.677,101.2,87.1,49.1,42.2,23.1,22.2,35.7,30.9,38.0,36.4,48.9,40.3,33.0,30.1,33.4,38.8,69.6,1.1,10.0,Sweet Sixteen,2.0,0,2.0
252,2011,UTSA,Slnd,29.0,16.0,13.0,0.552,101.1,104.8,49.4,48.8,19.6,19.9,29.9,33.4,41.6,37.8,46.6,47.9,36.3,33.6,35.9,39.0,68.1,-9.1,16.0,R64,0.0,0,0.0
253,2011,UNC Asheville,BSth,29.0,16.0,13.0,0.552,98.4,99.0,49.2,47.7,21.4,24.3,32.1,35.8,41.8,39.6,49.1,46.1,32.9,34.0,26.2,32.9,69.6,-8.0,16.0,R64,0.0,0,0.0
254,2011,Saint Peter's,MAAC,33.0,20.0,13.0,0.606,93.6,91.5,45.9,42.2,22.9,21.6,32.5,34.1,39.8,42.4,43.0,40.6,34.8,30.6,32.0,31.5,65.1,-5.7,14.0,R64,0.0,0,0.0
255,2011,Hampton,MEAC,31.0,23.0,8.0,0.742,93.0,97.2,46.2,42.5,17.8,23.1,29.5,36.0,42.2,36.7,45.1,40.5,32.1,31.2,35.7,30.9,67.2,-5.4,16.0,R64,0.0,0,0.0
256,2012,Missouri,B12,34.0,30.0,4.0,0.882,124.0,96.6,57.8,49.7,15.4,21.6,30.6,31.9,37.7,27.2,56.9,47.6,39.5,36.2,37.5,30.8,66.7,8.7,2.0,R64,0.0,4,-4.0
257,2012,Florida,SEC,33.0,23.0,10.0,0.697,120.5,98.1,54.7,49.0,16.6,19.7,33.8,31.0,33.0,30.7,51.7,46.9,39.0,35.6,44.4,31.8,65.6,3.0,7.0,Elite Eight,3.0,1,2.0
258,2012,Kentucky,SEC,34.0,32.0,2.0,0.941,119.7,88.5,53.4,41.6,17.2,18.1,38.4,31.0,40.0,25.6,52.5,38.8,37.1,32.1,27.3,30.0,66.1,11.3,1.0,CHAMPS,6.0,5,1.0
259,2012,Indiana,B10,33.0,25.0,8.0,0.758,119.1,96.5,54.7,47.7,19.1,20.3,35.5,31.2,46.6,34.2,50.8,45.5,43.3,34.9,27.7,31.7,67.8,5.7,4.0,Sweet Sixteen,2.0,2,0.0
260,2012,Creighton,MVC,33.0,28.0,5.0,0.848,118.4,101.8,58.3,49.3,18.1,15.3,31.6,26.1,39.2,29.4,55.5,47.5,42.5,35.6,35.0,30.9,67.4,4.8,8.0,R32,1.0,1,0.0
261,2012,Duke,ACC,33.0,27.0,6.0,0.818,117.1,95.3,53.0,47.1,17.7,18.8,34.7,32.2,45.3,31.9,50.9,47.0,37.6,31.7,38.4,23.9,68.3,8.0,2.0,R64,0.0,4,-4.0
262,2012,Wichita St.,MVC,31.0,26.0,5.0,0.839,115.9,92.6,54.2,44.7,17.9,18.7,33.5,26.3,35.2,33.4,53.5,43.5,37.0,31.4,33.1,32.4,66.8,4.4,5.0,R64,0.0,1,-1.0
263,2012,North Carolina,ACC,34.0,29.0,5.0,0.853,115.8,89.6,50.0,45.1,16.2,18.5,40.5,27.7,38.1,22.0,49.6,43.5,34.0,31.9,22.9,35.9,72.7,8.3,1.0,Elite Eight,3.0,5,-2.0
264,2012,Ohio St.,B10,34.0,27.0,7.0,0.794,115.5,85.5,52.5,46.3,17.4,22.5,35.7,24.9,37.0,28.6,53.8,45.3,32.6,32.2,26.1,35.5,68.1,7.7,2.0,Final Four,4.0,4,0.0
265,2012,Syracuse,BE,33.0,31.0,2.0,0.939,115.4,90.1,51.9,44.0,16.0,25.2,36.6,39.3,31.8,29.8,52.0,42.9,34.5,30.6,31.3,36.1,66.2,10.8,1.0,Elite Eight,3.0,5,-2.0
266,2012,Belmont,ASun,33.0,26.0,7.0,0.788,115.2,98.6,55.7,47.8,17.6,20.7,34.6,31.9,39.2,35.8,54.7,46.6,38.1,33.7,39.9,30.9,68.1,0.9,14.0,R64,0.0,0,0.0
267,2012,Purdue,B10,33.0,21.0,12.0,0.636,115.0,98.0,51.2,50.5,13.4,19.8,32.0,30.8,34.1,34.2,47.9,49.1,37.7,35.6,37.6,33.2,65.5,1.8,10.0,R32,1.0,0,1.0
268,2012,Kansas,B12,33.0,27.0,6.0,0.818,114.7,88.1,54.0,43.9,19.6,20.7,34.9,28.6,41.1,34.3,54.1,40.0,35.8,34.7,30.5,32.2,67.9,8.2,2.0,Finals,5.0,4,1.0
269,2012,Baylor,B12,33.0,26.0,7.0,0.788,114.4,93.6,52.6,47.2,20.6,21.3,37.6,32.9,36.5,31.7,50.8,45.5,37.7,33.9,31.9,33.0,66.7,7.0,3.0,Elite Eight,3.0,2,1.0
270,2012,Vanderbilt,SEC,34.0,24.0,10.0,0.706,113.9,92.7,54.0,46.6,19.8,19.2,32.1,32.0,39.6,29.1,50.8,46.9,38.9,30.7,41.3,31.4,65.9,4.0,5.0,R32,1.0,1,0.0
271,2012,Michigan,B10,32.0,23.0,9.0,0.719,113.4,95.0,53.6,48.8,17.6,20.1,28.1,30.9,28.9,30.0,54.2,46.9,35.3,35.0,44.2,33.1,61.8,6.2,4.0,R64,0.0,2,-2.0
272,2012,Temple,A10,30.0,23.0,7.0,0.767,113.0,96.2,53.2,48.6,17.9,19.4,31.3,31.4,34.3,33.4,50.3,47.8,39.9,33.7,31.2,28.6,67.3,4.2,5.0,R64,0.0,1,-1.0
273,2012,Michigan St.,B10,34.0,27.0,7.0,0.794,112.7,86.7,52.7,43.0,19.8,19.7,37.2,27.5,39.0,34.2,51.9,42.6,36.5,29.2,27.8,35.6,66.1,8.6,1.0,Sweet Sixteen,2.0,5,-3.0
274,2012,Memphis,CUSA,34.0,26.0,8.0,0.765,112.6,92.1,54.4,43.3,18.7,20.5,31.4,32.9,41.6,38.3,54.0,41.8,36.9,31.0,26.9,31.1,68.4,3.0,8.0,R64,0.0,1,-1.0
275,2012,Saint Mary's,WCC,30.0,25.0,5.0,0.833,112.0,97.7,53.6,48.4,18.1,18.5,36.0,26.3,39.6,29.0,54.7,45.9,34.4,36.8,38.5,26.8,64.5,2.9,7.0,R64,0.0,1,-1.0
276,2012,Colorado St.,MWC,31.0,20.0,11.0,0.645,111.8,102.8,53.5,50.5,19.1,18.5,28.4,29.5,43.0,39.2,50.4,48.7,40.5,35.7,29.2,38.4,64.7,-0.9,11.0,R64,0.0,0,0.0
277,2012,South Dakota St.,Sum,32.0,25.0,7.0,0.781,111.7,100.7,53.8,49.9,15.6,19.2,30.5,28.2,39.9,29.5,50.7,50.5,39.3,32.4,37.1,31.5,66.3,-0.4,14.0,R64,0.0,0,0.0
278,2012,North Carolina St.,ACC,34.0,22.0,12.0,0.647,111.4,96.9,50.9,47.4,18.8,18.4,35.8,30.8,36.0,32.4,50.1,45.7,35.5,33.8,26.1,33.0,68.1,0.4,11.0,Sweet Sixteen,2.0,0,2.0
279,2012,Iowa St.,B12,32.0,22.0,10.0,0.688,111.2,95.3,52.9,48.3,18.5,17.6,32.2,26.3,38.7,25.7,50.0,49.9,38.0,29.8,42.2,31.7,67.2,1.9,8.0,R32,1.0,1,0.0
280,2012,Saint Louis,A10,31.0,24.0,7.0,0.774,111.0,89.6,52.1,44.9,17.8,23.4,31.9,29.4,35.1,37.4,50.2,43.8,36.9,32.1,36.3,25.6,62.4,2.8,9.0,R32,1.0,0,1.0
281,2012,West Virginia,BE,32.0,19.0,13.0,0.594,110.9,95.5,48.7,49.4,19.3,20.3,41.2,30.3,38.1,31.2,50.1,50.2,30.2,31.7,30.3,30.4,65.5,-0.2,10.0,R64,0.0,0,0.0
282,2012,Marquette,BE,32.0,25.0,7.0,0.781,110.9,91.9,50.8,45.8,18.8,23.6,34.4,36.2,41.5,31.1,51.0,44.7,33.7,32.1,29.2,32.3,71.1,6.1,3.0,Sweet Sixteen,2.0,2,0.0
283,2012,Davidson,SC,31.0,24.0,7.0,0.774,110.9,99.0,51.3,47.4,17.2,17.6,35.1,26.7,36.7,40.8,51.5,46.0,34.0,34.0,38.5,27.8,68.4,-0.3,13.0,R64,0.0,0,0.0
284,2012,Texas,B12,33.0,20.0,13.0,0.606,110.9,96.2,48.7,46.9,18.7,20.3,38.9,34.6,43.1,41.9,48.6,44.2,32.7,35.3,31.1,30.8,65.7,0.8,11.0,R64,0.0,0,0.0
285,2012,Wisconsin,B10,33.0,24.0,9.0,0.727,110.6,87.4,49.7,41.8,15.1,18.5,30.4,28.1,31.1,29.9,46.6,41.3,36.1,28.9,40.4,24.0,58.8,4.8,4.0,Sweet Sixteen,2.0,2,0.0
286,2012,Gonzaga,WCC,31.0,25.0,6.0,0.806,110.6,94.3,53.4,46.6,19.9,19.6,34.8,27.8,47.0,26.5,51.9,46.5,37.6,31.2,32.3,33.8,66.2,2.1,7.0,R32,1.0,1,0.0
287,2012,Georgetown,BE,30.0,22.0,8.0,0.733,110.3,89.5,51.0,42.9,19.6,20.1,35.9,30.3,39.4,36.1,50.8,44.3,34.3,26.6,30.1,32.5,63.4,4.6,3.0,R32,1.0,2,-1.0
288,2012,Connecticut,BE,33.0,20.0,13.0,0.606,110.3,94.3,50.2,44.4,19.3,16.9,36.8,34.6,34.4,24.9,50.5,40.5,33.1,34.3,29.2,35.2,64.2,0.5,9.0,R64,0.0,0,0.0
289,2012,Southern Miss,CUSA,31.0,23.0,8.0,0.742,110.2,98.7,46.3,50.4,16.4,21.3,36.6,28.5,40.2,39.6,43.3,48.8,35.5,36.1,30.0,30.2,64.7,1.3,9.0,R64,0.0,0,0.0
290,2012,UNLV,MWC,32.0,24.0,8.0,0.75,109.3,92.3,53.2,46.1,19.5,21.0,32.6,30.2,35.8,33.4,51.6,44.4,37.3,33.1,38.5,33.0,69.9,2.8,6.0,R64,0.0,1,-1.0
291,2012,New Mexico,MWC,32.0,26.0,6.0,0.812,109.1,89.9,52.9,44.1,20.0,21.4,34.0,27.3,39.3,32.0,50.1,42.8,38.5,30.9,36.9,36.5,66.8,2.9,5.0,R32,1.0,1,0.0
292,2012,St. Bonaventure,A10,31.0,20.0,11.0,0.645,108.8,96.1,51.0,46.9,21.5,19.0,36.3,29.6,42.8,37.6,50.9,46.1,34.1,32.4,30.1,32.9,64.5,-1.0,14.0,R64,0.0,0,0.0
293,2012,Cincinnati,BE,34.0,24.0,10.0,0.706,108.7,92.2,48.0,46.1,16.4,21.7,36.1,34.7,29.4,25.6,46.1,45.5,34.3,31.7,34.9,30.9,64.2,3.0,6.0,Sweet Sixteen,2.0,1,1.0
294,2012,Long Beach St.,BW,31.0,23.0,8.0,0.742,108.2,95.7,52.6,47.4,19.0,21.7,34.2,31.6,43.4,27.3,52.0,45.7,35.8,34.2,33.6,31.8,67.2,1.0,12.0,R64,0.0,0,0.0
295,2012,Murray St.,OVC,28.0,27.0,1.0,0.964,108.1,94.8,54.7,46.1,20.9,24.0,34.7,34.8,46.4,35.1,51.3,46.7,40.7,29.5,35.2,27.1,66.1,3.9,6.0,R32,1.0,1,0.0
296,2012,Notre Dame,BE,33.0,22.0,11.0,0.667,108.0,96.3,49.2,45.5,16.0,17.3,30.7,32.1,37.9,24.7,49.1,45.1,32.9,31.0,36.8,28.1,62.2,2.2,7.0,R64,0.0,1,-1.0
297,2012,Kansas St.,B12,31.0,21.0,10.0,0.677,107.9,91.5,49.3,45.8,21.3,23.8,40.8,33.7,42.9,41.6,48.5,44.9,34.2,31.8,29.7,31.3,67.5,2.1,8.0,R32,1.0,1,0.0
298,2012,UNC Asheville,BSth,30.0,21.0,9.0,0.7,107.2,104.4,52.7,51.4,19.1,22.4,32.9,35.0,48.5,36.1,52.9,50.4,34.8,35.4,33.5,34.5,69.6,-3.2,16.0,R64,0.0,0,0.0
299,2012,LIU Brooklyn,NEC,33.0,25.0,8.0,0.758,107.0,105.8,53.3,49.1,21.5,18.4,34.8,34.0,49.8,22.3,52.3,49.0,36.8,32.8,31.2,28.0,74.3,-2.4,16.0,R64,0.0,0,0.0
300,2012,Harvard,Ivy,29.0,25.0,4.0,0.862,106.9,92.6,52.5,44.9,20.5,19.8,30.9,26.7,42.7,29.1,52.2,42.9,35.5,33.6,34.4,26.8,61.2,2.3,12.0,R64,0.0,0,0.0
301,2012,Lehigh,Pat,32.0,25.0,7.0,0.781,106.7,98.8,50.9,47.1,16.8,21.4,31.4,29.2,37.4,33.3,49.7,45.7,35.5,33.3,36.1,32.2,68.7,-1.1,15.0,R32,1.0,0,1.0
302,2012,Florida St.,ACC,33.0,24.0,9.0,0.727,106.5,88.1,51.4,43.7,23.7,22.2,35.7,33.0,35.2,34.3,50.7,42.5,35.3,30.5,31.6,36.9,67.7,4.3,3.0,R32,1.0,2,-1.0
303,2012,Detroit,Horz,33.0,20.0,13.0,0.606,106.4,102.6,48.5,50.9,19.1,22.4,35.3,33.0,44.0,38.7,50.1,48.5,29.6,37.0,27.5,34.6,67.9,-5.1,15.0,R64,0.0,0,0.0
304,2012,Xavier,A10,33.0,21.0,12.0,0.636,106.3,94.7,49.6,45.3,18.6,18.6,31.6,30.1,40.8,36.4,48.7,44.9,34.9,30.6,25.2,35.7,67.9,0.7,10.0,Sweet Sixteen,2.0,0,2.0
305,2012,VCU,CAA,34.0,28.0,6.0,0.824,106.1,93.0,47.6,47.1,17.4,27.3,33.8,34.0,37.3,37.9,45.6,46.9,33.7,31.8,38.8,30.4,66.1,2.3,12.0,R32,1.0,0,1.0
306,2012,New Mexico St.,WAC,33.0,24.0,9.0,0.727,106.1,97.4,50.7,47.8,20.7,20.4,40.7,29.7,52.8,33.2,51.3,47.7,32.8,32.0,24.6,31.6,71.1,-1.9,13.0,R64,0.0,0,0.0
307,2012,BYU,WCC,31.0,23.0,8.0,0.742,105.4,92.5,52.3,47.5,17.8,21.5,30.4,26.6,36.7,35.0,52.3,47.6,34.8,31.5,32.6,36.3,72.7,0.4,14.0,R64,0.0,0,0.0
308,2012,Alabama,SEC,32.0,21.0,11.0,0.656,105.0,88.1,49.0,43.4,20.4,21.4,33.9,31.9,36.5,38.6,51.4,43.9,28.5,28.3,27.1,32.9,63.1,1.6,9.0,R64,0.0,0,0.0
309,2012,San Diego St.,MWC,31.0,24.0,7.0,0.774,104.9,94.2,50.3,46.6,18.9,18.7,31.3,27.2,36.2,28.5,50.2,44.4,33.7,33.7,29.7,36.1,66.6,2.9,6.0,R64,0.0,1,-1.0
310,2012,Virginia,ACC,31.0,22.0,9.0,0.71,104.3,87.6,50.9,44.3,18.6,21.1,27.9,25.4,35.8,31.1,51.1,44.3,33.7,29.5,29.5,32.0,60.4,2.0,10.0,R64,0.0,0,0.0
311,2012,Ohio,MAC,33.0,26.0,7.0,0.788,104.2,93.4,49.0,47.2,19.6,26.5,35.1,33.6,36.6,43.5,48.4,48.2,33.3,30.3,38.1,35.5,67.3,0.4,13.0,Sweet Sixteen,2.0,0,2.0
312,2012,Colorado,P12,32.0,21.0,11.0,0.656,104.2,94.2,49.3,47.0,19.2,18.7,29.3,28.5,43.0,32.5,48.5,45.8,34.1,32.9,31.6,34.5,65.9,-0.3,11.0,R32,1.0,0,1.0
313,2012,Louisville,BE,35.0,26.0,9.0,0.743,103.7,85.9,47.6,42.9,21.4,23.2,36.2,34.3,37.0,34.8,48.1,41.3,31.1,30.8,33.2,32.0,67.5,5.5,4.0,Final Four,4.0,2,2.0
314,2012,Vermont,AE,34.0,23.0,11.0,0.676,102.5,100.0,49.4,45.8,19.4,20.0,34.2,29.9,37.9,33.1,48.4,44.9,34.6,31.9,29.5,31.6,63.5,-5.4,16.0,R64,0.0,0,0.0
315,2012,Loyola MD,MAAC,32.0,24.0,8.0,0.75,102.3,99.0,47.4,47.7,20.7,21.8,39.0,33.0,43.0,39.8,46.0,45.3,34.0,36.1,27.3,27.1,64.5,-1.4,15.0,R64,0.0,0,0.0
316,2012,South Florida,BE,32.0,19.0,13.0,0.594,101.4,90.9,48.2,44.3,22.8,18.7,34.2,31.0,34.2,31.8,48.9,43.5,31.1,30.6,30.3,32.4,59.8,0.0,12.0,R32,1.0,0,1.0
317,2012,Montana,BSky,29.0,23.0,6.0,0.793,100.8,94.6,52.9,44.9,18.6,22.2,27.8,31.4,39.8,39.0,50.8,43.3,38.3,32.4,31.6,29.1,65.7,-1.5,13.0,R64,0.0,0,0.0
318,2012,Norfolk St.,MEAC,32.0,24.0,8.0,0.75,97.8,99.9,49.7,45.4,21.4,19.7,33.6,33.0,43.7,37.2,50.9,45.3,31.4,30.5,31.4,32.0,68.0,-2.7,15.0,R32,1.0,0,1.0
319,2012,Western Kentucky,SB,33.0,15.0,18.0,0.455,96.5,99.6,44.8,47.4,21.9,21.3,33.6,32.8,40.3,38.8,44.1,46.5,30.8,33.3,33.2,25.7,68.6,-10.2,16.0,R64,0.0,0,0.0
320,2013,Indiana,B10,33.0,27.0,6.0,0.818,122.5,89.9,55.2,44.0,19.1,21.2,39.7,31.5,46.0,27.7,52.2,43.0,41.1,30.6,32.1,32.9,68.1,7.7,1.0,Sweet Sixteen,2.0,5,-3.0
321,2013,Michigan,B10,32.0,25.0,7.0,0.781,120.4,95.0,54.4,47.9,14.3,18.9,32.5,29.6,28.7,22.9,53.5,46.9,37.5,33.2,34.0,35.0,64.8,6.2,4.0,Finals,5.0,2,3.0
322,2013,Gonzaga,WCC,32.0,30.0,2.0,0.938,119.4,90.3,55.5,44.2,17.1,20.9,37.4,30.2,41.0,29.5,55.9,42.1,36.4,31.8,31.1,38.0,65.2,7.8,1.0,R32,1.0,5,-4.0
323,2013,Duke,ACC,32.0,27.0,5.0,0.844,118.0,91.3,54.4,45.7,15.6,20.9,29.4,32.9,37.7,31.4,51.1,46.3,40.6,29.3,33.3,26.8,68.1,7.6,2.0,Elite Eight,3.0,4,-1.0
324,2013,Creighton,MVC,34.0,27.0,7.0,0.794,118.0,95.5,59.1,45.9,18.8,16.2,29.2,27.0,33.6,25.8,56.4,45.4,42.1,31.3,39.6,33.1,65.3,3.6,7.0,R32,1.0,1,0.0
325,2013,Florida,SEC,33.0,26.0,7.0,0.788,117.6,85.6,55.8,42.7,17.7,22.4,34.0,28.6,29.1,30.2,54.9,41.5,38.0,30.1,40.5,33.1,62.7,4.2,3.0,Elite Eight,3.0,2,1.0
326,2013,North Carolina St.,ACC,34.0,24.0,10.0,0.706,115.6,98.1,54.1,46.6,17.9,16.9,34.9,33.0,41.2,28.1,52.5,47.4,39.3,29.9,23.7,32.2,68.2,2.2,8.0,R64,0.0,1,-1.0
327,2013,Colorado St.,MWC,31.0,23.0,8.0,0.742,115.5,97.4,48.9,48.2,16.7,16.9,41.8,23.3,43.3,36.6,48.4,46.6,33.4,33.9,27.3,37.6,64.8,2.0,8.0,R32,1.0,1,0.0
328,2013,Iowa St.,B12,33.0,22.0,11.0,0.667,115.5,98.5,53.6,47.8,18.6,18.5,34.6,28.9,33.1,32.4,52.1,48.6,37.0,30.7,43.9,33.2,69.6,0.7,10.0,R32,1.0,0,1.0
329,2013,Saint Mary's,WCC,32.0,26.0,6.0,0.812,115.0,96.6,54.3,47.2,18.4,17.8,37.2,25.0,36.9,37.6,53.2,43.9,37.3,36.9,38.1,28.8,65.2,2.7,11.0,R64,0.0,0,0.0
330,2013,Notre Dame,BE,34.0,25.0,9.0,0.735,114.5,96.3,52.3,46.5,17.4,16.2,34.1,29.8,32.2,24.7,50.5,45.7,37.3,32.2,31.9,29.0,61.6,3.8,7.0,R64,0.0,1,-1.0
331,2013,Pittsburgh,BE,32.0,24.0,8.0,0.75,114.1,91.3,52.2,44.7,17.9,22.2,40.8,29.8,37.5,34.9,51.6,43.6,36.0,31.2,26.1,35.2,60.0,3.1,8.0,R64,0.0,1,-1.0
332,2013,Iona,MAAC,33.0,20.0,13.0,0.606,113.8,105.0,52.5,51.5,16.9,19.5,32.8,33.4,32.7,32.1,50.5,49.1,37.3,37.3,36.4,35.3,71.0,-5.7,15.0,R64,0.0,0,0.0
333,2013,Syracuse,BE,35.0,26.0,9.0,0.743,113.4,89.9,49.2,43.6,19.1,23.4,39.8,34.4,35.3,35.5,48.8,42.9,33.4,29.8,31.0,39.8,65.7,5.1,4.0,Final Four,4.0,2,2.0
334,2013,Ohio St.,B10,33.0,26.0,7.0,0.788,113.4,89.3,50.8,45.2,16.6,20.7,32.2,27.6,34.2,28.4,50.0,43.6,35.1,32.0,31.1,35.7,65.0,7.2,2.0,Elite Eight,3.0,4,-1.0
335,2013,VCU,A10,34.0,26.0,8.0,0.765,113.4,92.0,51.3,50.0,17.1,28.6,37.0,34.7,30.6,41.0,50.4,49.7,35.2,33.6,36.2,33.0,68.3,2.7,5.0,R32,1.0,1,0.0
336,2013,Marquette,BE,31.0,23.0,8.0,0.742,113.3,94.1,50.7,46.2,21.0,19.9,37.8,33.2,41.4,31.5,52.8,45.3,30.1,31.8,26.9,35.5,64.9,4.5,3.0,Elite Eight,3.0,2,1.0
337,2013,Arizona,P12,32.0,25.0,7.0,0.781,113.0,92.4,51.9,47.0,19.5,20.5,35.4,27.2,37.4,32.1,50.3,44.0,36.3,36.0,37.9,30.4,67.0,4.6,6.0,Sweet Sixteen,2.0,1,1.0
