,YEAR,TEAM,CONF,G,WINS,LOSSES,W%,ADJOE,ADJDE,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ T.,WAB,SEED,FINISH,T_WINS,Corrected_Expected_Wins,Cinderella
110,2009,Portland St.,BSky,29.0,20.0,9.0,0.69,106.9,102.8,53.4,50.6,19.9,21.7,33.2,32.5,29.7,32.6,51.0,50.1,37.6,34.5,44.8,30.0,66.6,-3.8,13.0,R64,0.0,0,0.0
111,2009,Minnesota,B10,31.0,21.0,10.0,0.677,106.3,91.1,49.7,46.7,22.5,23.4,36.3,33.7,34.5,36.2,49.8,43.3,33.0,34.9,32.6,37.2,65.9,1.9,10.0,R64,0.0,0,0.0
112,2009,Cornell,Ivy,28.0,19.0,9.0,0.679,106.3,100.8,54.0,46.3,19.7,20.4,32.3,30.4,32.9,34.0,50.5,46.3,40.7,30.8,33.3,29.3,67.2,-4.7,14.0,R64,0.0,0,0.0
113,2009,Illinois,B10,33.0,24.0,9.0,0.727,106.3,87.3,51.0,43.8,19.5,21.7,30.7,32.8,22.9,26.3,50.3,44.0,35.3,29.0,28.8,31.5,63.6,3.8,5.0,R64,0.0,1,-1.0
114,2009,Florida St.,ACC,34.0,25.0,9.0,0.735,104.0,89.6,49.2,44.5,22.9,22.6,35.0,35.9,39.2,36.1,48.1,42.0,34.3,32.7,33.6,36.3,67.2,5.0,5.0,R64,0.0,1,-1.0
115,2009,East Tennessee St.,ASun,32.0,22.0,10.0,0.688,103.9,99.9,51.3,47.9,19.1,22.7,32.0,31.8,39.8,32.1,51.4,46.9,34.2,32.9,29.2,42.4,71.3,-5.7,16.0,R64,0.0,0,0.0
116,2009,American,Pat,31.0,24.0,7.0,0.774,103.0,99.4,53.7,44.9,21.4,20.7,31.9,29.4,32.8,35.2,52.1,42.6,37.7,33.0,37.6,33.3,61.6,-2.1,14.0,R64,0.0,0,0.0
117,2009,Chattanooga,SC,32.0,16.0,16.0,0.5,102.5,106.0,51.2,52.6,21.4,19.5,33.7,31.5,47.4,30.1,50.3,50.7,34.9,36.6,41.3,45.9,70.9,-9.3,16.0,R64,0.0,0,0.0
118,2009,Cleveland St.,Horz,32.0,22.0,10.0,0.688,102.1,91.6,46.9,45.9,19.3,24.5,33.5,33.9,37.1,37.1,47.1,44.5,31.0,32.8,28.3,30.4,65.1,-1.3,13.0,R32,1.0,0,1.0
119,2009,Robert Morris,NEC,34.0,24.0,10.0,0.706,101.3,99.6,53.7,48.7,22.8,23.9,32.9,32.1,37.3,39.7,51.0,45.5,39.7,36.7,30.9,33.9,67.2,-5.0,15.0,R64,0.0,0,0.0
120,2009,Dayton,A10,33.0,26.0,7.0,0.788,101.2,91.6,47.7,45.7,20.8,22.3,38.0,29.7,39.1,36.4,46.9,44.5,33.1,31.7,29.8,38.0,66.1,1.3,11.0,R32,1.0,0,1.0
121,2009,Akron,MAC,34.0,22.0,12.0,0.647,101.1,94.0,48.2,45.2,20.9,26.8,34.5,36.3,36.4,45.0,47.4,45.8,32.9,29.3,39.8,33.0,66.0,-5.2,13.0,R64,0.0,0,0.0
122,2009,Binghamton,AE,30.0,22.0,8.0,0.733,100.8,101.9,49.0,46.3,19.5,21.6,31.9,34.9,41.8,41.5,48.7,45.2,33.1,32.4,33.1,31.9,68.5,-4.3,15.0,R64,0.0,0,0.0
123,2009,Cal St. Northridge,BW,29.0,16.0,13.0,0.552,100.8,96.1,51.6,48.1,24.4,23.9,36.8,32.1,34.3,42.8,50.4,47.7,36.0,32.5,33.6,38.2,73.0,-6.6,15.0,R64,0.0,0,0.0
124,2009,Radford,BSth,29.0,18.0,11.0,0.621,99.6,101.2,50.7,46.8,22.6,17.0,35.4,28.6,44.0,30.2,50.2,44.7,34.8,33.4,24.0,39.0,69.8,-6.4,16.0,R64,0.0,0,0.0
125,2009,Morehead St.,OVC,33.0,18.0,15.0,0.545,99.5,101.2,48.0,47.9,22.3,17.8,39.5,29.3,43.2,39.4,47.7,45.2,32.5,35.1,28.6,35.6,66.6,-9.1,16.0,R64,0.0,0,0.0
126,2009,Morgan St.,MEAC,33.0,22.0,11.0,0.667,98.2,98.0,47.0,44.2,19.8,22.8,38.6,33.0,34.0,41.0,45.5,43.8,34.1,30.1,26.1,27.1,66.4,-5.6,15.0,R64,0.0,0,0.0
127,2009,Stephen F. Austin,Slnd,27.0,20.0,7.0,0.741,95.8,89.9,48.4,42.6,18.2,21.6,26.5,28.0,29.8,39.0,48.7,42.5,31.9,28.6,31.6,27.7,63.4,-2.4,14.0,R64,0.0,0,0.0
128,2010,Kansas,B12,34.0,32.0,2.0,0.941,120.0,88.6,55.1,43.0,18.5,20.2,38.2,31.7,42.4,31.2,52.3,40.0,40.9,33.0,30.4,31.9,68.4,11.7,1.0,R32,1.0,5,-4.0
129,2010,Notre Dame,BE,34.0,23.0,11.0,0.676,119.6,100.6,54.1,49.4,15.9,16.0,34.5,30.5,39.1,27.9,51.5,47.7,39.4,35.1,34.2,33.4,64.9,0.4,6.0,R64,0.0,1,-1.0
130,2010,California,P10,33.0,23.0,10.0,0.697,119.5,96.7,53.4,48.3,17.5,18.9,35.2,30.7,35.2,34.0,52.3,48.4,37.3,32.1,30.2,31.0,68.7,1.7,8.0,R32,1.0,1,0.0
131,2010,Duke,ACC,34.0,29.0,5.0,0.853,119.1,88.0,50.3,43.9,16.4,21.9,40.4,32.5,37.9,34.5,46.8,44.4,38.2,28.2,32.8,24.7,67.2,8.4,1.0,CHAMPS,6.0,5,1.0
132,2010,Villanova,BE,31.0,24.0,7.0,0.774,118.0,95.1,53.0,47.2,19.1,20.9,38.0,31.9,44.0,49.0,51.1,45.0,37.6,33.8,34.5,38.5,72.7,5.5,2.0,R32,1.0,4,-3.0
133,2010,Baylor,B12,31.0,24.0,7.0,0.774,117.9,95.2,54.6,44.6,20.6,17.8,38.3,33.0,37.3,34.7,53.1,41.5,38.6,33.8,32.5,33.9,65.7,5.5,3.0,Elite Eight,3.0,2,1.0
134,2010,West Virginia,BE,33.0,27.0,6.0,0.818,116.7,92.4,49.3,47.7,18.1,20.9,42.4,31.2,38.2,40.6,48.8,46.6,33.6,33.3,35.5,31.5,63.7,8.0,2.0,Final Four,4.0,4,0.0
135,2010,Syracuse,BE,32.0,28.0,4.0,0.875,116.7,89.8,57.3,46.1,21.1,22.7,37.2,35.0,37.4,25.3,57.2,45.9,38.5,31.0,29.9,40.4,71.5,7.5,1.0,Sweet Sixteen,2.0,5,-3.0
136,2010,BYU,MWC,33.0,28.0,5.0,0.848,116.4,92.5,55.1,46.3,15.9,22.0,31.0,27.0,38.2,36.4,51.5,44.4,41.6,33.6,33.2,31.4,72.0,4.1,7.0,R32,1.0,1,0.0
137,2010,Ohio St.,B10,34.0,27.0,7.0,0.794,116.2,91.5,56.4,47.4,17.3,21.7,29.4,28.5,35.7,26.8,55.5,45.0,38.8,34.3,34.9,36.8,66.1,5.6,2.0,Sweet Sixteen,2.0,4,-2.0
138,2010,Maryland,ACC,30.0,22.0,8.0,0.733,115.8,94.3,51.9,44.3,16.7,21.5,35.3,37.1,33.9,29.0,49.9,41.7,38.8,33.2,24.5,31.8,70.4,3.3,4.0,R32,1.0,2,-1.0
139,2010,Kansas St.,B12,32.0,25.0,7.0,0.781,115.5,90.1,50.6,46.9,20.2,23.6,41.0,33.2,52.1,47.3,49.2,45.6,35.7,33.1,32.2,29.8,71.0,6.7,2.0,Elite Eight,3.0,4,-1.0
140,2010,Saint Mary's,WCC,30.0,25.0,5.0,0.833,115.2,97.3,55.7,45.8,17.0,16.3,33.9,30.9,32.1,31.4,52.3,46.7,41.1,28.3,35.6,22.5,68.2,2.0,10.0,Sweet Sixteen,2.0,0,2.0
141,2010,Utah St.,WAC,33.0,26.0,7.0,0.788,115.2,95.0,55.5,45.7,16.3,17.6,33.8,27.0,30.4,29.8,52.2,44.6,42.2,32.1,29.7,32.8,61.8,-0.2,12.0,R64,0.0,0,0.0
142,2010,Georgetown,BE,33.0,23.0,10.0,0.697,115.1,92.9,55.6,46.7,20.8,19.8,32.8,32.2,37.2,33.0,54.6,45.6,38.8,32.6,30.0,34.0,66.6,4.3,3.0,R64,0.0,2,-2.0
143,2010,Wisconsin,B10,31.0,23.0,8.0,0.742,114.9,89.1,51.6,46.0,14.7,20.1,30.4,25.8,32.3,36.6,49.9,44.6,36.1,33.4,39.8,25.6,60.4,3.8,4.0,R32,1.0,2,-1.0
144,2010,Louisville,BE,32.0,20.0,12.0,0.625,114.5,97.2,51.5,48.2,19.9,22.3,39.7,37.2,36.4,40.9,51.9,46.6,33.9,34.3,39.9,32.3,67.4,-0.1,9.0,R64,0.0,0,0.0
145,2010,New Mexico,MWC,33.0,29.0,4.0,0.879,114.4,96.5,51.0,49.4,16.4,20.3,35.8,26.8,45.6,35.6,47.9,49.1,37.5,33.1,36.9,40.3,68.7,5.0,3.0,R32,1.0,2,-1.0
146,2010,Xavier,A10,32.0,24.0,8.0,0.75,114.3,94.7,52.5,45.7,18.3,18.2,35.0,29.4,42.4,33.2,51.0,46.4,37.2,29.4,31.7,31.1,70.3,2.9,6.0,Sweet Sixteen,2.0,1,1.0
147,2010,Kentucky,SEC,34.0,32.0,2.0,0.941,114.0,89.1,53.0,43.5,20.5,19.9,40.8,32.0,43.5,27.7,53.8,41.4,34.1,31.7,29.9,33.9,69.5,8.7,1.0,Elite Eight,3.0,5,-2.0
148,2010,Cornell,Ivy,29.0,25.0,4.0,0.862,114.0,100.9,56.4,47.6,18.5,20.9,32.0,29.7,28.9,38.9,50.3,45.2,43.7,35.3,39.9,31.1,65.9,2.0,12.0,Sweet Sixteen,2.0,0,2.0
149,2010,Marquette,BE,33.0,22.0,11.0,0.667,113.9,94.0,52.5,49.3,15.8,22.1,31.4,33.1,35.1,29.5,47.9,50.0,40.6,31.7,35.1,29.0,64.2,1.7,6.0,R64,0.0,1,-1.0
150,2010,Vanderbilt,SEC,31.0,23.0,8.0,0.742,113.3,95.2,52.7,47.0,19.4,19.3,32.7,35.0,48.0,34.7,51.6,45.4,37.0,33.6,30.0,31.4,69.8,3.3,4.0,R64,0.0,2,-2.0
151,2010,Texas,B12,33.0,24.0,9.0,0.727,113.2,91.9,51.3,44.8,18.7,20.3,39.6,31.6,40.4,35.3,51.2,43.5,34.5,32.1,25.9,28.5,72.9,3.8,8.0,R64,0.0,1,-1.0
152,2010,Minnesota,B10,34.0,21.0,13.0,0.618,112.8,93.0,53.7,46.7,19.1,21.6,33.4,32.0,34.3,32.9,50.5,44.0,40.4,34.0,31.3,38.0,67.4,-0.4,11.0,R64,0.0,0,0.0
153,2010,Oklahoma St.,B12,32.0,22.0,10.0,0.688,112.3,93.4,52.3,48.2,18.4,19.3,29.5,27.6,36.7,36.7,52.0,44.8,35.2,36.4,41.9,34.5,67.9,1.8,7.0,R64,0.0,1,-1.0
154,2010,Florida,SEC,33.0,21.0,12.0,0.636,111.7,96.4,49.4,48.1,18.3,20.6,36.7,33.0,33.8,26.9,50.5,48.1,31.3,32.1,32.0,32.9,65.7,0.0,10.0,R64,0.0,0,0.0
155,2010,Michigan St.,B10,32.0,24.0,8.0,0.75,111.6,92.1,51.5,46.5,21.0,19.4,40.5,28.4,36.2,29.9,52.1,45.3,33.3,32.5,25.2,37.2,67.5,3.5,5.0,Final Four,4.0,1,3.0
156,2010,Washington,P10,33.0,24.0,9.0,0.727,111.3,93.3,49.4,46.2,17.5,22.0,37.4,31.6,42.0,46.4,49.6,46.0,32.5,31.2,25.8,27.1,73.3,1.2,11.0,Sweet Sixteen,2.0,0,2.0
157,2010,Gonzaga,WCC,31.0,25.0,6.0,0.806,111.2,93.9,54.4,46.4,18.6,18.3,32.4,28.6,49.3,33.9,54.2,44.6,36.5,33.4,27.8,32.2,69.5,2.6,8.0,R32,1.0,1,0.0
158,2010,Houston,CUSA,33.0,18.0,15.0,0.545,111.2,101.7,48.1,51.3,12.5,23.4,30.8,38.3,33.3,39.7,45.2,51.5,35.6,33.7,35.5,29.7,72.8,-6.2,13.0,R64,0.0,0,0.0
159,2010,Texas A&M,B12,31.0,22.0,9.0,0.71,111.1,91.7,49.8,46.9,18.4,20.9,33.9,30.5,49.9,37.4,49.4,45.0,33.6,33.9,34.5,33.6,66.1,4.3,5.0,R32,1.0,1,0.0
160,2010,Missouri,B12,32.0,22.0,10.0,0.688,110.5,90.2,50.3,45.6,18.1,27.3,34.8,37.9,33.5,38.7,47.7,45.3,37.1,30.8,33.4,30.6,70.9,1.6,10.0,R32,1.0,0,1.0
161,2010,Sam Houston St.,Slnd,28.0,21.0,7.0,0.75,110.2,102.7,54.3,50.3,18.9,21.1,34.4,30.4,39.5,41.7,52.1,50.2,38.5,33.6,39.8,33.3,70.0,-2.3,14.0,R64,0.0,0,0.0
162,2010,Pittsburgh,BE,32.0,24.0,8.0,0.75,110.0,92.3,49.6,44.5,19.5,16.9,37.3,31.6,42.6,32.8,48.8,43.6,34.3,31.3,29.3,28.8,62.0,3.7,3.0,R32,1.0,2,-1.0
163,2010,San Diego St.,MWC,31.0,23.0,8.0,0.742,109.9,94.6,52.0,46.9,21.0,20.7,40.2,31.8,41.0,31.5,53.6,43.4,32.3,35.8,30.7,34.3,64.4,1.4,11.0,R64,0.0,0,0.0
164,2010,Purdue,B10,32.0,27.0,5.0,0.844,109.8,87.3,49.4,45.4,16.3,23.8,30.7,31.4,39.8,37.4,50.1,42.2,31.9,35.7,30.3,28.7,67.5,6.5,4.0,Sweet Sixteen,2.0,2,0.0
165,2010,Clemson,ACC,31.0,21.0,10.0,0.677,109.5,89.4,51.0,46.1,21.2,25.0,36.2,33.6,35.3,34.9,51.2,46.8,33.6,29.4,33.4,28.4,69.5,1.5,7.0,R64,0.0,1,-1.0
166,2010,UNLV,MWC,32.0,24.0,8.0,0.75,109.2,91.9,52.2,45.5,17.3,22.6,28.6,30.4,31.2,47.1,53.6,43.3,33.1,33.3,35.4,34.3,67.8,1.0,8.0,R64,0.0,1,-1.0
167,2010,Butler,Horz,32.0,28.0,4.0,0.875,109.2,90.6,52.0,46.3,19.2,21.1,31.2,27.1,47.7,35.8,52.5,46.3,34.2,30.9,39.4,31.7,65.1,4.6,5.0,Finals,5.0,1,4.0
168,2010,New Mexico St.,WAC,32.0,21.0,11.0,0.656,109.0,105.3,53.4,51.3,17.9,18.6,29.7,34.1,38.0,31.2,51.7,50.1,37.4,35.7,38.7,34.5,72.0,-2.2,12.0,R64,0.0,0,0.0
169,2010,Georgia Tech,ACC,33.0,21.0,12.0,0.636,109.0,90.6,50.6,43.7,23.1,21.3,38.3,34.3,37.4,34.7,48.9,42.0,36.7,31.2,28.3,35.1,69.8,1.4,10.0,R32,1.0,0,1.0
170,2010,Siena,MAAC,33.0,27.0,6.0,0.818,108.2,95.7,49.8,47.9,17.4,21.7,35.6,29.9,39.2,21.0,50.3,47.2,32.3,32.9,24.6,31.4,70.6,1.1,13.0,R64,0.0,0,0.0
171,2010,UTEP,CUSA,32.0,26.0,6.0,0.812,107.0,89.5,53.0,44.2,18.6,22.5,29.2,30.3,40.3,42.9,53.4,43.3,34.7,30.7,31.2,34.0,69.3,2.3,12.0,R64,0.0,0,0.0
172,2010,Northern Iowa,MVC,32.0,28.0,4.0,0.875,107.0,89.5,49.7,46.2,17.7,20.6,30.7,25.9,36.4,28.5,47.7,44.3,35.3,33.2,37.4,35.4,60.3,3.9,9.0,Sweet Sixteen,2.0,0,2.0
173,2010,Tennessee,SEC,33.0,25.0,8.0,0.758,106.7,89.5,50.2,44.9,18.7,23.7,32.5,31.8,36.0,40.9,51.7,45.5,31.3,29.3,31.7,38.0,69.6,3.9,6.0,Elite Eight,3.0,1,2.0
174,2010,Old Dominion,CAA,34.0,26.0,8.0,0.765,106.6,89.5,48.9,45.3,20.2,22.5,42.8,29.6,30.2,30.5,49.4,45.4,31.6,30.0,25.4,34.6,63.8,0.8,11.0,R32,1.0,0,1.0
175,2010,Richmond,A10,34.0,26.0,8.0,0.765,106.5,91.9,51.0,43.8,16.9,22.8,26.7,35.2,32.6,35.8,50.0,43.5,35.1,29.7,36.1,31.1,63.9,2.7,7.0,R64,0.0,1,-1.0
176,2010,Wake Forest,ACC,29.0,19.0,10.0,0.655,106.3,91.2,47.4,43.0,21.1,19.6,38.5,33.9,41.0,38.6,47.6,42.9,31.3,28.9,23.2,32.3,70.4,1.0,9.0,R32,1.0,0,1.0
177,2010,Temple,A10,34.0,29.0,5.0,0.853,106.2,86.7,48.9,42.4,16.8,18.1,32.5,27.6,27.7,26.6,48.0,42.5,33.8,28.1,31.1,32.2,61.6,5.4,5.0,R64,0.0,1,-1.0
178,2010,Murray St.,OVC,32.0,28.0,4.0,0.875,106.2,94.6,55.5,43.9,21.4,24.4,39.1,33.3,42.9,34.0,55.4,40.9,37.2,34.0,31.3,29.4,67.4,0.2,13.0,R32,1.0,0,1.0
179,2010,Oakland,Sum,32.0,24.0,8.0,0.75,106.0,102.9,49.4,50.1,19.6,18.3,37.2,31.2,40.6,31.5,50.0,49.7,32.0,33.9,30.9,26.3,69.9,-0.9,14.0,R64,0.0,0,0.0
180,2010,Morgan St.,MEAC,36.0,27.0,9.0,0.75,104.1,103.7,47.9,46.5,19.1,20.3,40.1,34.6,44.2,42.9,46.8,45.6,33.8,32.7,27.5,25.9,70.0,-3.7,15.0,R64,0.0,0,0.0
181,2010,Montana,BSky,29.0,20.0,9.0,0.69,103.8,99.8,54.5,47.7,19.1,19.8,30.0,29.7,37.3,38.6,52.0,44.6,39.8,36.5,32.1,30.1,63.2,-4.5,14.0,R64,0.0,0,0.0
182,2010,Florida St.,ACC,31.0,22.0,9.0,0.71,103.8,85.9,50.9,43.2,24.7,23.7,38.6,32.6,38.8,33.9,51.1,39.9,33.6,32.8,32.0,35.6,67.3,2.8,9.0,R64,0.0,0,0.0
183,2010,Wofford,SC,33.0,25.0,8.0,0.758,103.7,94.7,49.2,46.8,18.2,21.6,33.5,29.3,44.6,35.8,48.0,47.0,34.7,30.9,31.2,31.0,64.6,-1.7,13.0,R64,0.0,0,0.0
184,2010,Ohio,MAC,34.0,20.0,14.0,0.588,103.7,98.2,48.9,46.0,18.1,21.4,31.1,33.9,40.8,36.0,46.3,46.2,35.8,30.4,35.2,33.4,70.1,-7.6,14.0,R32,1.0,0,1.0
185,2010,Lehigh,Pat,32.0,22.0,10.0,0.688,103.1,105.3,51.6,48.2,18.5,19.4,29.7,29.1,43.4,31.5,48.0,46.4,40.0,34.4,29.7,35.0,70.6,-6.6,16.0,R64,0.0,0,0.0
186,2010,North Texas,SB,30.0,22.0,8.0,0.733,101.6,103.1,50.9,47.5,21.1,18.3,32.2,29.9,52.8,32.7,51.5,47.0,33.1,32.7,30.3,25.7,68.7,-3.7,15.0,R64,0.0,0,0.0
187,2010,Vermont,AE,34.0,25.0,9.0,0.735,101.3,99.3,48.6,44.5,20.7,20.1,36.2,33.3,50.6,35.0,48.8,43.2,32.1,31.5,27.6,30.5,68.2,-4.9,16.0,R64,0.0,0,0.0
188,2010,UC Santa Barbara,BW,28.0,19.0,9.0,0.679,99.3,96.6,51.3,47.9,22.8,22.3,27.5,32.7,46.9,39.5,48.2,49.3,37.8,30.5,36.1,39.9,67.6,-4.0,15.0,R64,0.0,0,0.0
189,2010,Robert Morris,NEC,34.0,23.0,11.0,0.676,98.9,101.5,49.0,47.0,21.7,23.2,34.5,32.5,45.9,46.9,46.7,46.2,36.5,32.3,29.0,38.1,67.4,-6.4,15.0,R64,0.0,0,0.0
190,2010,East Tennessee St.,ASun,33.0,19.0,14.0,0.576,98.1,97.0,48.0,48.1,21.2,24.2,35.1,33.8,40.0,39.3,48.3,47.6,31.4,32.6,28.9,40.7,68.3,-7.9,16.0,R64,0.0,0,0.0
191,2010,Arkansas Pine Bluff,SWAC,31.0,16.0,15.0,0.516,91.4,98.4,45.0,46.0,24.5,20.6,35.8,26.6,48.6,55.3,45.0,44.4,30.2,33.1,25.7,30.7,67.3,-7.9,16.0,R64,0.0,0,0.0
192,2011,Ohio St.,B10,34.0,32.0,2.0,0.941,123.2,90.0,56.0,48.4,15.8,23.3,35.3,28.1,37.8,20.9,53.2,47.1,41.3,33.9,32.2,34.8,65.6,11.7,1.0,Sweet Sixteen,2.0,5,-3.0
193,2011,Notre Dame,BE,32.0,26.0,6.0,0.812,121.8,96.2,54.1,46.7,16.4,15.9,33.8,29.9,45.4,25.5,51.2,43.7,39.2,35.0,38.4,33.0,64.6,7.7,2.0,R32,1.0,4,-3.0
194,2011,Wisconsin,B10,31.0,23.0,8.0,0.742,121.6,95.5,52.0,48.3,12.8,16.8,34.2,27.0,28.0,31.4,49.5,45.1,37.1,37.5,40.5,28.7,57.9,5.6,4.0,Sweet Sixteen,2.0,2,0.0
195,2011,Kansas,B12,34.0,32.0,2.0,0.941,120.0,89.4,57.7,44.7,19.1,20.3,36.5,28.0,40.6,32.8,57.5,44.9,38.7,29.4,32.6,33.6,69.7,10.2,1.0,Elite Eight,3.0,5,-2.0
196,2011,Pittsburgh,BE,32.0,27.0,5.0,0.844,119.0,92.5,52.8,45.1,18.3,17.8,42.8,29.1,43.3,32.4,50.6,43.3,39.0,32.6,27.4,32.4,63.8,7.5,1.0,R32,1.0,5,-4.0
197,2011,Kentucky,SEC,33.0,25.0,8.0,0.758,118.4,92.2,52.4,44.0,15.9,18.3,35.2,30.8,37.1,30.7,49.0,41.6,39.7,33.2,31.9,29.9,66.9,5.2,4.0,Final Four,4.0,2,2.0
198,2011,Duke,ACC,34.0,30.0,4.0,0.882,118.3,88.9,53.6,43.8,17.3,21.3,35.4,33.5,37.4,30.2,52.1,42.6,37.5,31.6,35.6,24.2,70.2,9.3,1.0,Sweet Sixteen,2.0,5,-3.0
199,2011,Washington,P10,33.0,23.0,10.0,0.697,116.9,94.7,53.9,46.1,17.0,20.5,38.0,31.8,32.5,44.5,52.9,45.2,37.1,32.2,36.8,28.1,72.2,1.7,7.0,R32,1.0,1,0.0
200,2011,BYU,MWC,33.0,29.0,4.0,0.879,116.7,94.2,51.8,46.5,15.3,20.3,31.5,28.7,39.0,33.2,50.4,44.7,36.1,33.9,37.1,30.1,71.4,7.2,3.0,Sweet Sixteen,2.0,2,0.0
201,2011,Arizona,P10,34.0,27.0,7.0,0.794,115.7,95.7,54.4,48.4,18.9,18.7,33.3,29.0,44.1,36.3,51.2,50.5,39.9,28.8,36.8,28.5,66.5,4.6,5.0,Elite Eight,3.0,1,2.0
202,2011,Oakland,Sum,33.0,24.0,9.0,0.727,115.6,103.1,56.1,49.4,18.8,16.6,36.3,31.7,40.0,30.8,55.8,47.5,37.7,36.1,35.1,29.1,72.8,0.4,13.0,R64,0.0,0,0.0
203,2011,Marquette,BE,34.0,20.0,14.0,0.588,115.3,97.2,51.4,50.0,17.5,20.5,36.2,32.9,44.7,29.2,50.9,47.6,35.2,36.3,26.3,34.7,67.9,0.6,11.0,Sweet Sixteen,2.0,0,2.0
204,2011,Vanderbilt,SEC,33.0,23.0,10.0,0.697,114.4,96.3,52.8,45.7,19.1,17.8,32.8,32.2,45.0,28.2,51.1,45.7,37.0,30.6,38.5,31.1,68.1,1.8,5.0,R64,0.0,1,-1.0
205,2011,Villanova,BE,32.0,21.0,11.0,0.656,114.2,95.6,49.7,46.4,18.1,18.3,36.0,30.2,42.6,36.2,48.4,45.3,34.9,32.1,32.9,36.3,66.6,1.4,9.0,R64,0.0,0,0.0
206,2011,Connecticut,BE,35.0,26.0,9.0,0.743,113.8,93.9,48.1,45.3,17.5,18.1,39.5,34.7,34.3,27.4,47.5,43.1,33.2,33.5,29.3,31.1,66.2,6.8,3.0,CHAMPS,6.0,2,4.0
207,2011,Georgetown,BE,31.0,21.0,10.0,0.677,113.7,95.3,54.4,46.6,20.6,17.7,33.6,32.5,33.6,36.6,54.6,45.4,36.0,33.0,36.6,28.9,65.2,4.2,6.0,R64,0.0,1,-1.0
208,2011,Purdue,B10,32.0,25.0,7.0,0.781,113.7,89.8,50.8,45.8,15.6,21.7,32.0,30.0,35.1,31.4,48.7,44.5,36.7,32.8,33.0,27.4,67.1,7.0,3.0,R32,1.0,2,-1.0
209,2011,Texas,B12,34.0,27.0,7.0,0.794,113.7,87.7,50.3,42.0,17.3,19.0,38.2,30.3,43.2,31.1,48.1,41.5,37.7,29.0,26.0,25.6,67.0,5.4,4.0,R32,1.0,2,-1.0
210,2011,Syracuse,BE,32.0,25.0,7.0,0.781,113.5,91.9,52.8,45.2,18.3,20.7,37.0,33.5,35.6,29.4,52.5,44.5,35.7,30.8,31.4,39.0,66.5,6.0,3.0,R32,1.0,2,-1.0
211,2011,Illinois,B10,32.0,19.0,13.0,0.594,113.4,91.5,52.8,45.4,19.1,18.4,32.1,31.9,28.6,32.5,50.4,45.2,38.7,30.5,31.4,34.8,66.9,1.4,9.0,R32,1.0,0,1.0
212,2011,West Virginia,BE,31.0,20.0,11.0,0.645,113.3,93.3,48.4,45.6,18.9,18.9,40.5,35.6,40.7,35.4,47.4,46.5,33.5,29.1,33.7,32.2,63.5,2.9,5.0,R32,1.0,1,0.0
213,2011,Florida,SEC,33.0,26.0,7.0,0.788,113.3,94.1,51.7,47.6,19.1,19.3,38.4,29.9,35.9,26.6,50.9,47.5,35.6,31.9,31.1,31.9,63.9,5.2,2.0,Elite Eight,3.0,4,-1.0
214,2011,Missouri,B12,32.0,22.0,10.0,0.688,112.5,95.8,51.7,49.1,17.1,24.8,33.2,36.7,34.7,40.7,50.5,48.1,36.4,34.3,31.1,29.5,72.1,1.3,11.0,R64,0.0,0,0.0
215,2011,San Diego St.,MWC,32.0,30.0,2.0,0.938,112.3,89.9,50.8,43.9,17.2,19.9,37.6,30.0,32.7,28.9,51.1,43.2,33.6,30.5,30.2,29.7,63.9,8.7,2.0,Sweet Sixteen,2.0,4,-2.0
216,2011,Butler,Horz,31.0,22.0,9.0,0.71,111.6,96.5,51.0,48.8,17.1,19.1,32.4,27.4,38.4,39.5,49.0,48.7,36.2,32.7,36.9,36.1,64.9,-0.4,8.0,Finals,5.0,1,4.0
217,2011,Louisville,BE,34.0,25.0,9.0,0.735,111.4,89.7,52.5,44.5,18.9,23.2,35.2,35.0,29.8,40.0,51.5,43.8,36.1,30.6,40.5,33.0,68.0,4.6,4.0,R64,0.0,2,-2.0
218,2011,George Mason,CAA,32.0,26.0,6.0,0.812,111.3,94.9,53.6,45.8,16.8,20.9,32.8,31.2,39.3,32.0,50.9,45.2,39.7,31.3,31.0,32.7,66.0,1.2,8.0,R32,1.0,1,0.0
219,2011,Xavier,A10,31.0,24.0,7.0,0.774,111.2,96.3,51.5,46.2,18.0,18.8,32.4,27.9,44.9,34.8,52.1,43.8,33.3,33.8,31.1,35.4,66.1,2.4,6.0,R64,0.0,1,-1.0
220,2011,Penn St.,B10,33.0,19.0,14.0,0.576,111.2,96.7,49.9,50.6,17.7,18.1,32.3,30.2,31.8,29.1,49.6,47.9,33.6,36.7,36.5,36.9,60.9,1.5,10.0,R64,0.0,0,0.0
221,2011,Belmont,ASun,34.0,30.0,4.0,0.882,110.8,93.2,54.4,45.6,19.9,27.4,37.9,32.2,38.0,45.8,52.4,44.1,38.1,32.7,42.2,30.3,69.4,1.1,13.0,R64,0.0,0,0.0
222,2011,Wofford,SC,33.0,21.0,12.0,0.636,110.7,102.9,53.3,50.0,18.0,20.4,34.6,32.7,42.0,41.6,50.5,48.8,40.7,35.1,26.4,30.0,64.7,-4.5,14.0,R64,0.0,0,0.0
223,2011,Richmond,A10,34.0,27.0,7.0,0.794,110.2,95.7,53.6,44.6,16.6,19.8,28.2,32.9,33.4,29.2,50.0,44.4,40.0,30.1,36.5,30.0,63.9,1.8,12.0,Sweet Sixteen,2.0,0,2.0
